id,title,type,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm206512,Circle,MOVIE,2015,N/A,87,"['thriller', 'drama', 'horror', 'scifi', 'european']",['US'],0,6,52925,14.711,6
ts36983,Fuller House,SHOW,2016,TV-Y7,27,"['comedy', 'family']",['US'],5,6.7,27445,25.211,7.6
ts38783,Secret City,SHOW,2016,TV-MA,50,"['war', 'thriller']",['AU'],3,7.4,8086,12.012,6.6
ts38116,Mobile Suit Gundam: Iron-Blooded Orphans,SHOW,2015,TV-MA,24,"['war', 'action', 'scifi', 'animation', 'drama']",['JP'],2,7.9,1660,9.168,7.1
tm239743,Batman: The Killing Joke,MOVIE,2016,R,76,"['animation', 'drama', 'action', 'thriller', 'crime']",['US'],0,6.4,56275,25.747,6.615
ts35256,Chef's Table,SHOW,2015,TV-MA,50,['documentation'],['US'],7,8.5,15352,10.447,7.9
tm200126,He Never Died,MOVIE,2015,R,99,"['fantasy', 'horror', 'comedy', 'drama', 'thriller']","['US', 'CA']",0,6.3,20376,10.541,6.1
tm208622,American Ultra,MOVIE,2015,R,96,"['action', 'comedy', 'scifi']","['CH', 'US']",0,6.1,89912,20.733,6.1
ts35362,Locked Up,SHOW,2015,TV-MA,49,"['drama', 'thriller', 'action', 'european']",['ES'],4,8.2,21862,156.976,8
ts42156,Degrassi: Next Class,SHOW,2016,TV-PG,24,"['drama', 'romance']",['CA'],6,6.8,3285,12.075,7
tm244788,13th,MOVIE,2016,N/A,100,"['documentation', 'history', 'crime']",['US'],0,8.2,35302,8.675,8
ts3844,Aquarius,SHOW,2015,TV-14,43,"['drama', 'thriller', 'crime', 'european']",['US'],2,7,12279,13.111,6.8
ts41913,Frequency,SHOW,2016,TV-14,18,"['scifi', 'drama', 'fantasy', 'thriller']",['US'],3,7.4,13723,12.16,7.3
tm139532,Before I Wake,MOVIE,2016,PG-13,97,"['drama', 'fantasy', 'horror', 'thriller']",['US'],0,6.2,46334,99.185,6.4
tm253083,Blue Jay,MOVIE,2016,N/A,81,"['romance', 'drama']",['US'],0,7.2,17346,7.83,7
ts42119,Greenleaf,SHOW,2016,TV-MA,42,['drama'],['US'],5,7.3,5227,18.424,7.4
tm136321,Advantageous,MOVIE,2015,N/A,92,"['drama', 'scifi', 'family']",['US'],0,6.2,5378,6.297,6
tm225308,Into the Inferno,MOVIE,2016,N/A,107,['documentation'],"['CA', 'DE', 'GB']",0,7.2,8693,9.998,7
ts52830,Gilmore Girls: A Year in the Life,SHOW,2016,TV-14,92,"['drama', 'comedy']",['US'],1,7.6,37577,14.808,7.6
tm238722,Collateral Beauty,MOVIE,2016,PG-13,97,"['romance', 'drama']",['US'],0,6.7,99712,25.409,7.3
ts42090,Last Chance U,SHOW,2016,TV-MA,59,"['documentation', 'sport']",['US'],5,8.4,6897,14.88,7.3
tm136257,Beasts of No Nation,MOVIE,2015,R,137,"['drama', 'war']","['GH', 'US']",0,7.7,80750,10.424,7.6
tm244403,ARQ,MOVIE,2016,R,88,"['scifi', 'thriller', 'action']",['US'],0,6.3,39108,20.157,6.1
tm200690,The Forest,MOVIE,2016,R,95,"['horror', 'thriller', 'scifi', 'drama', 'fantasy']",['US'],0,4.8,42561,33.204,5.2
ts53287,Roman Empire,SHOW,2016,TV-14,44,"['drama', 'documentation', 'history', 'war']",['US'],3,7,7742,21.454,6.9
ts37660,Reply 1988,SHOW,2015,TV-14,92,"['comedy', 'drama', 'family', 'romance']",['KR'],1,9.2,6718,18.37,8.7
tm147082,"What Happened, Miss Simone?",MOVIE,2015,N/A,101,"['music', 'documentation']",['US'],0,7.6,13872,6.186,7.5
ts38731,Rebellion,SHOW,2016,TV-14,51,"['war', 'drama', 'history', 'european']","['IE', 'GB']",2,7.1,3802,13.651,7.1
ts38809,The Get Down,SHOW,2016,TV-MA,62,"['drama', 'music']",['US'],2,8.2,22462,7.479,7.348
tm233465,The Bye Bye Man,MOVIE,2016,PG-13,96,"['thriller', 'horror', 'fantasy', 'drama']",['US'],0,4.3,23960,28.381,5.2
ts53249,Trollhunters: Tales of Arcadia,SHOW,2016,TV-Y7,22,"['scifi', 'action', 'fantasy', 'comedy', 'drama', 'animation', 'family']",['US'],3,8.4,16779,50.896,8.5
tm230551,Ip Man 3,MOVIE,2015,PG-13,105,"['action', 'drama', 'history']","['HK', 'CN']",0,7,54977,38.051,7
ts42137,Voltron: Legendary Defender,SHOW,2016,TV-Y7,24,"['action', 'scifi', 'comedy', 'fantasy', 'drama', 'animation', 'family']",['US'],8,8.1,8821,16.452,7.4
ts76956,The Letdown,SHOW,2016,N/A,30,['comedy'],['AU'],2,7.4,3369,2.7,7.9
ts38758,Ajin,SHOW,2016,TV-MA,23,"['action', 'scifi', 'thriller', 'animation', 'horror', 'drama', 'fantasy']",['JP'],2,7.6,6199,17.293,8.2
ts35987,Transformers: Robots In Disguise,SHOW,2015,TV-Y7,21,"['comedy', 'scifi', 'animation', 'action']",['US'],5,6,1066,11.302,7.6
tm228677,The Space Between Us,MOVIE,2016,PG-13,121,"['drama', 'romance', 'action', 'scifi']","['CN', 'US']",0,6.4,52698,23.219,7.1
tm155102,Demonic,MOVIE,2015,R,83,"['thriller', 'horror']","['US', 'GB']",0,5.3,14882,8.722,5.3
tm220594,Winter on Fire: Ukraine's Fight for Freedom,MOVIE,2015,N/A,98,['documentation'],"['UA', 'GB', 'US']",0,8.3,18748,7.755,8
tm243121,Mascots,MOVIE,2016,N/A,89,['comedy'],['US'],0,5.8,7430,8.794,5.4
tm205812,The Siege of Jadotville,MOVIE,2016,N/A,108,"['war', 'drama', 'thriller', 'action', 'history', 'european']","['IE', 'ZA']",0,7.2,39404,11.351,7.2
tm234586,Visaranai,MOVIE,2016,PG,118,"['thriller', 'drama', 'crime']",['IN'],0,8.5,10548,4.442,8
ts38770,Lady Dynamite,SHOW,2016,TV-MA,30,"['drama', 'comedy']",['US'],2,7.3,3693,6.236,7.4
tm135543,By the Sea,MOVIE,2015,R,122,"['drama', 'romance', 'european']","['US', 'FR', 'MT']",0,5.3,20541,10.203,5.6
tm215638,Boyka: Undisputed IV,MOVIE,2016,R,87,"['action', 'drama', 'european']",['BG'],0,,,145.287,7
tm239683,Team Foxcatcher,MOVIE,2016,N/A,91,"['documentation', 'crime', 'history', 'sport']",['US'],0,7.3,6572,6.08,7.1
ts42257,Signal,SHOW,2016,TV-MA,71,"['crime', 'thriller', 'drama', 'fantasy', 'scifi']",['KR'],2,8.5,6659,9.477,8.1
ts52829,Paranoid,SHOW,2016,N/A,44,"['thriller', 'crime', 'drama', 'european']",['GB'],1,6.6,8585,7.738,6.6
tm214825,The Ridiculous 6,MOVIE,2015,PG-13,119,"['western', 'comedy', 'action']",['US'],0,4.8,47935,40.711,5.152
tm242736,Bo Burnham: Make Happy,MOVIE,2016,N/A,60,"['comedy', 'music', 'documentation']",['US'],0,8.4,14356,8.245,8.2
ts42022,El marginal,SHOW,2016,TV-MA,54,"['drama', 'crime', 'thriller', 'action']",['AR'],5,8.1,4047,94.391,8.2
ts37944,A Very Secret Service,SHOW,2015,TV-MA,27,"['comedy', 'european']",['FR'],2,7.7,3574,9.227,7.5
tm239707,The Do-Over,MOVIE,2016,PG-13,108,"['action', 'comedy']",['US'],0,5.7,46260,11.466,5.672
tm136061,Suffragette,MOVIE,2015,PG-13,106,"['drama', 'history']","['GB', 'FR']",0,6.9,41983,12.013,7.3
tm239733,Headshot,MOVIE,2016,N/A,117,"['thriller', 'action', 'drama']",['ID'],0,6.3,14824,19.074,6.5
ts38568,Flaked,SHOW,2016,TV-MA,33,"['comedy', 'drama', 'romance']",['US'],2,7.2,11474,8.853,6.9
tm142881,Jem and the Holograms,MOVIE,2015,PG,118,"['fantasy', 'music', 'romance', 'scifi', 'drama', 'family']",['US'],0,4.1,7867,9.666,5.5
ts37779,Danger Mouse,SHOW,2015,N/A,12,"['comedy', 'action', 'crime', 'family', 'fantasy', 'scifi', 'animation', 'european']",['GB'],2,7.2,587,6.326,7.6
tm232953,Sleight,MOVIE,2016,R,89,"['drama', 'thriller', 'action', 'scifi', 'crime']",['US'],0,5.9,8644,5.226,5.4
tm193125,Hot Girls Wanted,MOVIE,2015,N/A,84,['documentation'],['US'],0,6.1,17557,37.12,5.914
tm244507,The Distinguished Citizen,MOVIE,2016,N/A,118,"['drama', 'comedy', 'european']","['ES', 'AR']",0,7.5,11876,8.804,7.3
tm134516,"Crouching Tiger, Hidden Dragon: Sword of Destiny",MOVIE,2016,PG-13,103,"['drama', 'action', 'fantasy']",['CN'],0,6.1,19500,21.103,6.1
ts52981,White Rabbit Project,SHOW,2016,TV-PG,48,['reality'],['US'],1,6.9,1667,3.977,6.9
tm270504,Mindhorn,MOVIE,2016,R,89,"['comedy', 'thriller']",['GB'],0,6.3,12737,8.406,6.1
ts41258,Cinderella and Four Knights,SHOW,2016,TV-PG,61,"['drama', 'family', 'comedy', 'romance']",['KR'],1,7.4,3943,34.735,7.3
tm244880,I Am the Pretty Thing That Lives in the House,MOVIE,2016,N/A,89,"['horror', 'thriller', 'drama']","['CA', 'US']",0,4.6,14580,9.719,4.4
tm233317,Pee-wee's Big Holiday,MOVIE,2016,PG,90,"['action', 'comedy', 'family']",['US'],0,6.1,8064,10.884,6.2
tm205333,You're My Boss,MOVIE,2015,N/A,116,"['comedy', 'romance']",['PH'],0,6.3,278,1.899,8.1
ts43209,The Cuba Libre Story,SHOW,2015,TV-14,45,"['documentation', 'history', 'european']",['DE'],2,7.6,1649,3.412,6.8
tm233533,White Girl,MOVIE,2016,N/A,88,"['drama', 'horror', 'crime']",['US'],0,5.7,10646,17.731,5.7
ts55365,The Haunted House,SHOW,2016,TV-PG,25,"['thriller', 'horror', 'animation', 'comedy', 'drama', 'family', 'fantasy']",['KR'],7,8.3,83,40.65,10
tm138672,Frank & Lola,MOVIE,2016,N/A,88,"['drama', 'romance', 'crime', 'thriller']",['US'],0,5.9,6083,10.404,5.6
tm323616,The Visit,MOVIE,2015,N/A,130,"['thriller', 'comedy', 'romance']",[],0,,,0.6,6
ts119087,Sunny Bunnies,SHOW,2015,TV-Y,3,"['animation', 'family']",['BY'],5,6.7,97,2.06,
ts36630,Dinotrux,SHOW,2015,TV-Y7,23,"['action', 'comedy', 'family', 'animation']",['US'],5,6.7,465,8.914,7.4
ts41995,Zumbo's Just Desserts,SHOW,2016,TV-14,50,['reality'],['AU'],2,6.9,2177,5.174,6.1
tm245378,Barry,MOVIE,2016,N/A,104,['drama'],['US'],0,5.9,7212,5.957,5.8
tm221225,David Brent: Life on the Road,MOVIE,2016,N/A,96,"['comedy', 'music', 'action']",['GB'],0,6.3,20005,8.871,6.135
ts39017,Dawn of the Croods,SHOW,2015,TV-Y7,23,"['action', 'comedy', 'family', 'animation']",['US'],4,5.8,723,27.252,7.7
ts11670,The Adventures of Puss in Boots,SHOW,2015,TV-Y7,23,"['comedy', 'family', 'animation', 'action', 'fantasy', 'western']",['US'],6,6.6,1726,22.766,6.9
ts76079,Grizzy & the Lemmings,SHOW,2016,TV-Y7,7,"['animation', 'comedy', 'family', 'european']",['FR'],3,7.1,599,23.688,8.3
tm157283,Güeros,MOVIE,2015,N/A,106,"['drama', 'comedy']",['MX'],0,7.4,4275,7.65,7.5
tm211302,Front Cover,MOVIE,2016,N/A,87,"['drama', 'romance', 'comedy']",['US'],0,6.4,1059,3.39,6.4
ts43272,Terrace House: Boys & Girls in the City,SHOW,2015,TV-14,29,"['reality', 'drama']",['JP'],1,8.1,1663,5.125,8.1
tm253080,Rocco,MOVIE,2016,N/A,105,"['documentation', 'european']",['FR'],0,5.7,3998,21.008,5.6
ts36547,Club de Cuervos,SHOW,2015,TV-MA,46,"['drama', 'comedy']",['MX'],4,8.2,5586,25.34,8.4
ts56748,T@gged,SHOW,2016,TV-14,21,"['drama', 'thriller', 'reality']",['US'],3,7.1,2077,11.589,8
tm139194,Ratchet & Clank,MOVIE,2016,PG,94,"['animation', 'family', 'action', 'comedy', 'scifi', 'fantasy']","['CA', 'US']",0,5.5,10919,22.825,5.8
ts53155,Crazyhead,SHOW,2016,N/A,43,"['comedy', 'horror', 'scifi', 'european']",['GB'],1,7.2,5024,6.442,6.7
tm238748,The Darkness,MOVIE,2016,PG-13,92,"['thriller', 'horror']",['US'],0,4.5,16090,14.347,4.8
ts42127,The Windsors,SHOW,2016,TV-MA,27,['comedy'],['GB'],3,7.1,2677,4.763,7.3
ts41883,The K2,SHOW,2016,TV-14,65,"['action', 'drama', 'war', 'romance', 'thriller']",['KR'],1,7.8,6194,27.411,7.4
tm233544,Marco Polo: One Hundred Eyes,MOVIE,2015,N/A,28,"['action', 'drama', 'history']",['US'],0,7.8,10742,6.475,7.3
ts42628,Netflix Presents: The Characters,SHOW,2016,TV-MA,33,['comedy'],['US'],1,5.2,861,4.376,5.2
ts37804,W/ Bob & David,SHOW,2015,TV-MA,35,['comedy'],['US'],1,7.4,4160,4.117,6.8
ts56674,The Mr. Peabody & Sherman Show,SHOW,2015,N/A,23,"['animation', 'scifi', 'comedy', 'family', 'history']",['US'],4,5.6,442,5.557,7.4
ts35406,Between,SHOW,2015,TV-14,25,"['scifi', 'thriller', 'drama']",['CA'],2,5.9,9172,13.581,5.7
ts41253,Love O2O,SHOW,2016,TV-14,45,"['drama', 'romance']",['CN'],1,7.9,2585,27.228,6.1
ts54110,Puffin Rock,SHOW,2015,TV-Y,11,"['comedy', 'animation', 'family', 'european']",['IE'],2,8.6,919,3.171,8
ts77654,Care Bears and Cousins,SHOW,2015,TV-Y,22,['animation'],['US'],2,6.8,83,3.153,9.2
tm244134,Tramps,MOVIE,2016,N/A,82,"['comedy', 'romance', 'documentation', 'european']",['US'],0,6.5,5605,8.491,6.1
ts79799,Dragons: Race to the Edge,SHOW,2015,TV-Y7,22,"['scifi', 'family', 'animation', 'action', 'comedy', 'fantasy', 'drama']",['US'],6,8.2,6376,52.569,8.2
tm233616,LEGO Marvel Super Heroes: Avengers Reassembled!,MOVIE,2015,N/A,22,"['family', 'animation', 'action', 'comedy', 'scifi']",['US'],0,6.1,862,16.252,6.5
tm244381,Marauders,MOVIE,2016,R,107,"['crime', 'thriller', 'action']",['CA'],0,5.5,21929,17.087,5.8
ts54028,Case,SHOW,2015,N/A,46,"['drama', 'crime', 'thriller']",['IS'],1,7,2755,3.389,7.3
ts38230,The Method,SHOW,2015,TV-MA,51,"['crime', 'drama', 'thriller']",['RU'],2,7.4,2784,6.577,7.8
tm238661,Special Correspondents,MOVIE,2016,PG-13,100,['comedy'],"['CA', 'GB', 'US']",0,5.8,24129,10.794,5.7
ts56032,La Niña,SHOW,2016,TV-MA,0,"['action', 'drama']",['CO'],1,8.4,649,23.759,7.7
tm244915,Baaghi,MOVIE,2016,N/A,133,"['romance', 'action', 'thriller']",['IN'],0,5.3,8994,16.534,6.4
ts128895,Midnight Diner: Tokyo Stories,SHOW,2016,TV-14,25,['drama'],['JP'],2,8.4,4149,11.357,7.7
tm219276,Tallulah,MOVIE,2016,N/A,111,"['drama', 'comedy', 'romance']",['US'],0,6.7,20208,7.195,6.8
ts58068,Inside the World's Toughest Prisons,SHOW,2016,TV-MA,48,"['crime', 'documentation']",['GB'],5,7.1,2747,5.099,7.5
ts37896,Conspiracy,SHOW,2015,TV-14,43,"['history', 'documentation', 'european']",['GB'],1,6.2,379,2.421,5.8
tm316731,Bert Kreischer: The Machine,MOVIE,2016,N/A,70,['comedy'],['US'],0,7.6,1555,2.92,7.7
ts43230,The Deep,SHOW,2015,TV-Y7,22,"['action', 'family', 'scifi', 'animation']",['AU'],4,7.8,667,13.096,7.8
ts76092,Rosario Tijeras,SHOW,2016,TV-MA,45,"['drama', 'action', 'crime', 'romance', 'thriller']",['MX'],3,6.1,340,293.969,7.4
tm247642,Amanda Knox,MOVIE,2016,N/A,92,"['documentation', 'crime', 'european']","['DK', 'US']",0,6.9,24488,8.847,6.7
tm240007,Sniper: Ghost Shooter,MOVIE,2016,R,100,"['action', 'drama', 'war']",['US'],0,,,24.331,6.6
ts35596,Bella and the Bulldogs,SHOW,2015,TV-G,23,"['comedy', 'family', 'sport']",['US'],2,4.9,2255,12.273,7.9
tm138792,Results,MOVIE,2015,R,105,"['comedy', 'romance']",['US'],0,5.4,7140,6.672,5
tm244052,Sebastian Maniscalco: Why Would You Do That?,MOVIE,2016,N/A,63,['comedy'],['US'],0,7.4,1100,2.615,7.8
ts42260,Chelsea Does,SHOW,2016,TV-MA,70,['documentation'],['US'],1,7.3,2476,3.273,6.5
tm123789,The Young Messiah,MOVIE,2016,PG-13,120,"['history', 'drama', 'fantasy']",['US'],0,5.6,3576,22.159,6.3
ts86021,Molang,SHOW,2015,TV-G,3,"['animation', 'comedy', 'family', 'european']",['FR'],3,8.3,367,9.07,8
ts55559,Ask the Storybots,SHOW,2016,TV-Y,26,"['animation', 'comedy', 'family']",['US'],3,8.4,878,7.471,8.4
ts35359,Heidi,SHOW,2015,TV-Y,23,"['animation', 'drama', 'family', 'european']","['AU', 'FR', 'DE']",2,7.1,242,8.606,
tm219173,Term Life,MOVIE,2016,R,93,"['thriller', 'drama', 'action', 'crime']",['US'],0,5.5,8030,16.084,5.9
tm208903,For the Love of Spock,MOVIE,2016,N/A,105,['documentation'],"['US', 'CA']",0,7.6,4349,8.63,7.5
tm229542,John Mulaney: The Comeback Kid,MOVIE,2015,PG,62,"['comedy', 'documentation']",['US'],0,7.9,8595,4.784,7.8
tm211510,Incarnate,MOVIE,2016,PG-13,19,"['horror', 'thriller']",['US'],0,5.2,13090,14.911,5.4
tm205870,Message from the King,MOVIE,2016,R,102,"['thriller', 'action', 'crime', 'drama', 'european']",['FR'],0,6.4,16513,15.381,6.2
ts38512,Cooked,SHOW,2016,TV-PG,53,['documentation'],['US'],1,7.6,43,3.188,7.5
tm238681,Kung Fu Panda: Secrets of the Scroll,MOVIE,2016,G,23,"['comedy', 'animation', 'family']",['US'],0,,,34.3,6.8
ts54100,World of Winx,SHOW,2016,TV-Y7,24,"['action', 'fantasy', 'animation', 'comedy', 'family', 'european']","['US', 'IT']",2,6.6,727,6.824,8.2
ts35360,Inspector Gadget,SHOW,2015,TV-Y,22,"['action', 'scifi', 'animation', 'comedy', 'family']","['CA', 'US']",4,4.5,625,10.856,6.9
tm229140,Anthony Jeselnik: Thoughts and Prayers,MOVIE,2015,N/A,59,['comedy'],['US'],0,,,4.566,7.4
tm266628,LEGO Jurassic World: The Indominus Escape,MOVIE,2016,G,24,"['family', 'animation', 'comedy']",['US'],0,,,20.853,5.7
ts38757,Kong: King of the Apes,SHOW,2016,TV-Y7,21,"['animation', 'family', 'scifi', 'action', 'comedy']",['US'],2,5.8,331,13.218,6.5
ts43119,Real Rob,SHOW,2015,TV-14,31,['comedy'],['US'],2,6.3,2857,6.43,6.2
ts53106,Tokyo Trial,SHOW,2016,TV-MA,48,"['drama', 'history']","['JP', 'US']",1,7.4,1544,5.247,6.9
tm271070,The Warriors Gate,MOVIE,2016,PG-13,108,"['action', 'family', 'fantasy', 'comedy', 'european']","['CN', 'FR', 'CA']",0,5.4,5098,15.133,6.7
ts38805,Beat Bugs,SHOW,2016,TV-Y,15,"['family', 'animation', 'comedy', 'fantasy']",['AU'],3,7.6,524,6.682,6.6
tm214085,Tig,MOVIE,2015,N/A,95,['documentation'],['US'],0,7.4,2691,5.984,7.2
ts75829,Lego Bionicle: The Journey to One,SHOW,2016,TV-Y7,20,"['action', 'fantasy', 'scifi', 'animation']",['US'],2,5.4,177,7.108,7.3
ts42075,Intersection,SHOW,2016,TV-MA,107,['drama'],['TR'],2,6.5,1221,15.226,5.7
ts42038,No Tomorrow,SHOW,2016,TV-14,47,"['comedy', 'drama', 'romance', 'thriller']",['US'],1,7.1,5137,7.687,6.3
tm218052,Drishyam,MOVIE,2015,R,163,"['thriller', 'crime', 'drama']",['IN'],0,8.2,80320,9.208,7.9
tm248010,Taxi Driver,MOVIE,2015,N/A,100,"['comedy', 'crime', 'drama']",['NG'],0,6,69,1.191,5.3
ts51368,Skylanders Academy,SHOW,2016,TV-Y7,23,"['action', 'animation', 'comedy', 'family', 'fantasy']",['US'],3,6.5,760,14.848,6.1
tm267135,The Dreamseller,MOVIE,2016,N/A,96,['drama'],['BR'],0,6,1468,11.071,6.5
ts74753,Tales by Light,SHOW,2015,N/A,28,['documentation'],['AU'],3,8.3,1916,3.565,7.9
tm246870,Lavender,MOVIE,2016,N/A,92,"['drama', 'thriller']","['US', 'CA']",0,5.3,7138,11.319,5.7
tm245235,Ali Wong: Baby Cobra,MOVIE,2016,N/A,60,['comedy'],['US'],0,7.5,6988,6.367,7.3
tm235405,Hyena Road,MOVIE,2015,R,120,"['drama', 'thriller', 'war', 'action']",['CA'],0,6.5,7839,9.363,6.7
tm218186,Septembers of Shiraz,MOVIE,2015,PG-13,110,"['drama', 'thriller', 'western']",['US'],0,7.9,38,8.065,5.7
tm228242,A Very Murray Christmas,MOVIE,2015,N/A,56,"['comedy', 'music']",['US'],0,5.5,15455,9.185,5.3
tm244513,Divines,MOVIE,2016,N/A,105,"['drama', 'crime', 'european']","['FR', 'QA']",0,7.4,9821,9.632,7.763
ts39014,Kuromukuro,SHOW,2016,TV-14,24,"['comedy', 'drama', 'animation', 'action', 'scifi']",['JP'],2,7.2,1290,6.887,6.7
tm232954,Audrie & Daisy,MOVIE,2016,N/A,95,"['documentation', 'crime']",['US'],0,7.2,6602,5.6,7.2
ts41948,Hip Hop Evolution,SHOW,2016,TV-MA,45,"['documentation', 'music']",['CA'],4,8.4,5772,4.48,7.8
ts54156,Chef's Table: France,SHOW,2016,TV-14,46,['documentation'],['US'],1,8.2,1734,4.096,8.6
ts36740,Project Mc²,SHOW,2015,TV-G,25,['family'],['US'],6,5.8,1026,5.445,8.1
tm239290,Always Be My Maybe,MOVIE,2016,N/A,112,"['comedy', 'romance']",['PH'],0,6.6,379,2.434,7.3
tm290444,Pandora,MOVIE,2016,R,136,"['thriller', 'drama', 'action']",['KR'],0,6.6,7416,27.496,7.5
ts41899,Nightmare Teacher,SHOW,2016,TV-MA,16,"['drama', 'horror', 'thriller']",['KR'],1,7.1,446,5.677,8.4
tm225693,Keith Richards: Under the Influence,MOVIE,2015,PG,82,"['documentation', 'music']",['US'],0,7.1,3383,5.383,6.7
tm267429,"Surviving Compton: Dre, Suge and Michel'le",MOVIE,2016,N/A,87,"['drama', 'documentation']",['US'],0,6.5,718,2.138,6.1
tm272413,Colin Quinn: The New York Story,MOVIE,2016,N/A,62,['comedy'],['US'],0,6.9,1001,2.917,6.3
ts43501,Secrets of Great British Castles,SHOW,2015,TV-PG,44,"['documentation', 'history', 'european']",['GB'],2,7.8,1060,3.459,7.3
tm138584,Hawaizaada,MOVIE,2015,PG,157,"['history', 'drama', 'fantasy']",['IN'],0,5.5,1942,3.027,6
ts56221,Rainbow Ruby,SHOW,2016,TV-Y,12,"['family', 'fantasy', 'animation', 'comedy']",['CN'],4,6.6,80,12.713,10
tm225275,Riot,MOVIE,2015,N/A,88,['action'],['US'],0,5.1,3369,12.429,5.8
ts81483,Simon,SHOW,2016,TV-Y,5,"['comedy', 'family', 'animation']",['FR'],2,7,129,3.507,9.5
ts35463,Richie Rich,SHOW,2015,TV-PG,23,['comedy'],['US'],2,3,1073,9.491,6.5
tm209950,Kevin Hart: What Now?,MOVIE,2016,R,96,"['comedy', 'documentation']",['US'],0,5.9,9501,10.176,6.5
tm308241,Legends of the Hidden Temple,MOVIE,2016,PG,68,"['action', 'family']",['US'],0,5.6,921,3.528,6.7
ts38764,Marseille,SHOW,2016,TV-MA,42,"['drama', 'european']",['FR'],2,6.8,5163,8.888,6.6
tm213681,Veteran,MOVIE,2015,N/A,119,"['comedy', 'crime', 'action', 'thriller']",['KR'],0,7,6611,9.614,6.9
tm139870,Opening Night,MOVIE,2016,N/A,90,"['comedy', 'thriller', 'drama', 'crime', 'action']",['US'],0,6,2662,7.809,5.9
tm239739,Raman Raghav 2.0,MOVIE,2016,N/A,134,"['crime', 'thriller', 'drama']",['IN'],0,7.4,14380,6.61,7.1
tm246175,The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,MOVIE,2016,N/A,108,"['action', 'comedy', 'crime', 'european']",['SE'],0,6.3,6023,7.299,6.4
ts38761,Another Miss Oh,SHOW,2016,TV-MA,69,"['comedy', 'drama', 'family', 'fantasy', 'romance']",['KR'],1,7.8,1866,17.289,8.2
tm195764,6 Years,MOVIE,2015,N/A,84,"['drama', 'romance']",['US'],0,5.6,12441,7.652,5.4
ts41154,Paquita Salas,SHOW,2016,N/A,22,"['comedy', 'european']",['ES'],3,8,3128,7.93,7.1
ts144323,Unnatural Selection,SHOW,2015,TV-MA,35,"['reality', 'documentation', 'comedy']",['US'],1,8.1,12,2.736,7.5
tm233561,Shaun the Sheep: The Farmer's Llamas,MOVIE,2015,N/A,30,"['comedy', 'family', 'animation']",['GB'],0,6.8,1400,8.513,6.6
tm217939,Un + une,MOVIE,2015,N/A,115,"['comedy', 'romance', 'drama', 'european']",['FR'],0,6.2,2336,4.579,5.9
tm200454,Ok Kanmani,MOVIE,2015,PG,139,"['romance', 'drama']",['IN'],0,7.4,5877,4.318,6.8
tm266844,True Memoirs of an International Assassin,MOVIE,2016,PG-13,98,"['action', 'comedy', 'crime']",['US'],0,5.9,22891,16.152,5.8
ts74929,H20: Mermaid Adventures,SHOW,2015,TV-Y,24,"['animation', 'family', 'comedy', 'drama', 'fantasy', 'romance', 'european']",['FR'],2,5.7,194,8.908,8.8
tm300713,High & Low The Movie,MOVIE,2016,N/A,129,['action'],['JP'],0,6.4,583,2.513,6
ts38772,Dear My Friends,SHOW,2016,TV-MA,70,"['comedy', 'drama']",['KR'],1,8.2,366,4.766,8
tm240895,Strange Weather,MOVIE,2016,R,95,['drama'],['US'],0,6,1499,9.634,5.9
ts52943,The Sound of Your Heart,SHOW,2016,N/A,26,"['comedy', 'drama', 'animation']",['KR'],2,8.2,1127,5.877,8.2
tm275800,The Lighthouse of the Orcas,MOVIE,2016,N/A,110,"['drama', 'romance', 'european']","['AR', 'ES']",0,6.7,3910,10.09,7
ts86831,The Good Cop,SHOW,2015,TV-MA,28,"['comedy', 'drama']",['IL'],3,7.6,385,1.542,7
tm276430,Servant Of The People 2,MOVIE,2016,N/A,100,"['comedy', 'family']",['UA'],0,6.2,417,6.053,6.1
ts87884,Sons of the Caliphate,SHOW,2015,TV-14,0,['drama'],['NG'],1,7.4,33,1.347,
tm335263,Kathleen Madigan: Bothering Jesus,MOVIE,2016,R,71,['comedy'],['XX'],0,,,1.646,6.6
tm224377,Heneral Luna,MOVIE,2015,R,118,"['comedy', 'action', 'drama', 'history', 'war']",['PH'],0,7.3,2132,3.448,7.8
tm242755,Ordinary World,MOVIE,2016,N/A,86,"['comedy', 'drama', 'family', 'music']",['US'],0,5.5,3106,5.993,6
ts53076,El Chema,SHOW,2016,TV-MA,44,"['crime', 'action']",['US'],1,6.9,308,112.717,
tm241998,Mohenjo Daro,MOVIE,2016,N/A,155,"['action', 'drama', 'history', 'romance']",['IN'],0,5.6,11693,8.73,6.5
ts52988,Captive,SHOW,2016,N/A,63,"['documentation', 'drama', 'european']",['US'],1,6.8,742,4.18,6.8
tm208628,Dil Dhadakne Do,MOVIE,2015,PG-13,170,"['drama', 'family', 'romance', 'comedy']",['IN'],0,7,17581,8.46,6.8
ts41260,"Hello, My Twenties!",SHOW,2016,TV-14,63,"['comedy', 'drama', 'romance']",['KR'],2,8.3,2161,14.835,7.3
ts42089,Haters Back Off,SHOW,2016,TV-14,29,"['comedy', 'drama', 'family', 'romance']",['US'],2,5.9,7274,7.102,6.4
